ID	R04D01	R04D02	R04T00	R04T01	R04T02	R04T03	R04T04
R04D01-TTVRCA_S5_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_7_length_3423_cov_143.549584_397_4_1|TLMV	0.05399891816706592	0.0	0.0	0.019679549086170166	0.00012204157293329323	0.0	0.0
R04D01-TTVRCA_S5_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_8_length_3078_cov_110.565002_409_1_1|TTV_Clade4	0.049632949540221	9.432034332604971e-05	0.0	2.9147210903388656e-06	0.0	0.0	0.0
R04D01-TTVRCA_S5_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_9_length_3029_cov_85.690316_336_3_1|TTV_Clade6	0.03350011591067151	0.0	0.0	0.019304197781314307	0.0	1.0491500573098218e-06	0.0
R04D01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_17_length_2938_cov_3457.122095_344_5_1|TTV_Clade5	0.178962213121088	0.0001336204863785704	0.0	6.477157978530812e-07	1.1531487206295424e-05	0.0	0.0004402116160125546
R04D01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_19_length_2915_cov_342.346503_433_4_1|TLMV	0.015543621049377947	0.0	0.0	0.0	0.0	0.0	0.0
R04D01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_21_length_2915_cov_6.403147_500_2_1|TLMV	0.0003284135692759447	0.0	0.0	6.153300079604272e-06	0.0	2.0983001146196436e-06	1.2863326441925297e-05
R04D01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_25_length_2884_cov_67.792153_239_2_1|TLMV	0.00305038250521598	0.0	0.0	0.0	0.0	0.0	0.0
R04D01_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_30_length_2834_cov_10.970853_339_6_1|TLMV	0.0005312572444169693	0.0	0.0	0.0	0.0	0.0	2.1438877403208827e-06
R04D01_VL46-0475-05292019|NODE_10_length_2970_cov_38.517667_275_2_1|TLMV	0.0005312572444169693	0.0	0.0	0.0	0.0	5.2457502865491095e-06	0.0
R04D01_VL46-0475-05292019|NODE_12_length_2944_cov_36.727241_134_2_1|TLMV	0.0003844370605053705	0.0	0.0	0.0	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_15_length_2925_cov_15.126132_184_1_1|TLMV	0.00020091183061587202	0.0	0.0	0.0005962223919237612	0.0	0.0010869194593729754	0.004293492514615954
R04D01_VL46-0475-05292019|NODE_16_length_2918_cov_101.720922_503_2_1|TLMV	0.0011842206939185534	0.0	0.0	5.732284810999769e-05	0.0	0.0	5.43118227547957e-05
R04D01_VL46-0475-05292019|NODE_18_length_2915_cov_56.128671_257_2_1|TLMV	0.0007147824743064679	0.0	0.0	0.0	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_19_length_2915_cov_53.106993_329_5_1|TLMV	0.0006819411173788734	0.0	0.0	0.0002574670296465998	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_1_length_8205_cov_59.207485_287_5_1|TLMV	0.00015068387296190402	0.0	0.0	0.0	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_20_length_2906_cov_5.117503_299_5_1|TTV_Clade9	7.147824743064678e-05	0.0	0.0	0.0	0.0	0.0	2.1438877403208827e-06
R04D01_VL46-0475-05292019|NODE_26_length_2882_cov_57.784224_637_4_1|TLMV	0.0006858048064291786	0.0	0.0	2.4289342419490546e-05	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_27_length_2875_cov_46.043617_308_2_1|TTV_Clade3	0.0007012595626303995	0.0	0.0	6.477157978530812e-07	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_28_length_2871_cov_5.142756_349_1_1|TTV_Clade3	6.375086933003632e-05	3.144011444201657e-05	0.0	0.07419131063348548	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_29_length_2865_cov_48.099288_336_6_1|TLMV	0.0006123947144733792	0.0	0.0	0.00018071270760100966	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_32_length_2838_cov_27.464247_489_3_1|TLMV	0.00027818561162197666	0.0	0.0	0.000279165508874678	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_35_length_2802_cov_4.147070_290_5_1|TLMV	5.0227957653968006e-05	0.0	0.0	0.00010492995925219916	0.0	0.0	0.0022732356339869096
R04D01_VL46-0475-05292019|NODE_37_length_2777_cov_5.064291_440_2_1|TLMV	8.886484815702032e-05	0.0	0.0	0.0	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_38_length_2742_cov_8.182360_384_3_1|TLMV	8.886484815702032e-05	0.0	0.0	1.3925889653841246e-05	0.0	0.00010753788087425674	3.573146233868138e-06
R04D01_VL46-0475-05292019|NODE_41_length_2690_cov_37.840987_341_5_1|TLMV	0.00043273317363418595	0.0	0.0	3.5624368881919466e-05	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_42_length_2671_cov_64.441514_341_5_1|TLMV	0.0007456919867089097	0.0	0.0	2.5908631914123247e-06	0.0	0.0	4.5736271793512166e-05
R04D01_VL46-0475-05292019|NODE_44_length_2647_cov_43.317130_247_1_1|TLMV	0.0005042114210648327	0.0	0.0	0.0001356964596502205	0.0	0.0	0.00042734828957062933
R04D01_VL46-0475-05292019|NODE_45_length_2627_cov_110.890747_249_3_1|TLMV	0.0012750173866007263	0.0	0.0	0.00016063351786756413	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_46_length_2615_cov_88.734766_236_2_1|TLMV	0.0010895603121860752	0.0	0.0	0.0	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_47_length_2609_cov_52.361394_244_1_1|TLMV	0.0005814852020709373	0.0	6.822957888703911e-06	0.0	0.0	0.0001584216586537831	0.0012341647091780549
R04D01_VL46-0475-05292019|NODE_50_length_2491_cov_33.119048_263_2_1|TLMV	0.0003844370605053705	0.0	0.0	5.6027416514291526e-05	0.0	1.5737250859647327e-06	0.0
R04D01_VL46-0475-05292019|NODE_5_length_3060_cov_41.358735_432_6_1|TLMV	0.0005061432655899854	0.0	0.0	0.0009702782651839157	0.0	0.0	0.0
R04D01_VL46-0475-05292019|NODE_9_length_2980_cov_25562.162051_381_3_1|TTV_Clade5	0.48451819797542695	0.0	0.0	2.720406350982941e-05	8.648615404721567e-05	0.0005104115028812283	0.0009333057962863576
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_10_length_3039_cov_64.641756_334_4_1|TTV_Clade5	0.0	0.11988901639601968	0.0	0.0	0.0	4.511345246432234e-05	0.0
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_11_length_3006_cov_5.445273_245_5_1|TTV_Clade3	0.0	0.009117633188184805	0.0	0.0	0.0	0.0	0.0
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_12_length_3005_cov_12.481356_261_6_1|TTV_Clade3	0.0	0.022322481253831763	0.0	0.0	0.0	0.0	0.0
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_15_length_2931_cov_30.754520_337_4_1|TTV_Clade3	0.0003342091028514025	0.05696948736893402	0.0	0.00019820103414304284	1.9219145343825707e-06	0.0	0.0007003366618381551
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_16_length_2927_cov_20.155989_356_2_1|TTV_Clade5	0.0	0.03408108405514596	0.0	0.00015836651257507836	0.0	0.00014530728293741033	0.00011576993797732767
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_2_length_3518_cov_41.939648_371_2_1|TTV_Clade3	0.0	0.07863172621948344	0.0	0.0	0.002896325203314534	0.0009358418511203611	0.0009325911670395841
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_3_length_3406_cov_22.421665_319_1_1|TTV_Clade3	0.0	0.03620329177998208	0.0	0.022796033647540268	0.0	1.4688100802337506e-05	1.0004809454830786e-05
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_4_length_3313_cov_8.451811_929_2_1|TTMV	0.0	0.012851146778174272	0.0	0.0014667524242383025	0.0	0.015612926577856115	0.06616752195877018
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_5_length_3297_cov_14.394201_472_4_1|TTV_Clade1	0.0	0.02605599484382123	0.0	0.0020046803943552863	0.0	0.0	0.011248264344216899
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_6_length_3239_cov_58.611809_684_6_1|TTV_Clade3	0.0	0.09586876896231902	0.0	0.011991162565654093	0.0	0.0	0.0
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_7_length_3239_cov_51.379397_324_6_1|TTV_Clade3	0.0	0.09609670979202364	0.0	0.09075372744248769	0.0	1.5737250859647327e-06	0.0
R04D02-TTVRCA_S6_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_9_length_3081_cov_15.848645_335_5_1|TTV_Clade4	0.00021829843134224558	0.03303570024994891	0.0	0.00019107616036665896	0.0	0.0	0.0
R04D02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_16_length_2954_cov_219.124181_230_2_1|TLMV	0.0	0.0411708298618207	0.0	0.001356316880704352	0.0	0.007655123393161115	0.0
R04D02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_19_length_2774_cov_3.398308_409_1_1|TLMV	0.0	0.0006759624605033563	0.0	3.951066366903795e-05	0.0	0.0	0.0003030028006320181
R04D02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_21_length_2620_cov_2.744639_205_1_1|TLMV	0.0	0.0005109018596827692	0.0	0.0	0.0	0.0	0.0
R04D02_2019.04.10_nextseq_run_VL46-0475_multiplex_set_B|NODE_25_length_2471_cov_12.324917_278_2_1|TTMV	0.0	0.002310848411488218	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_13_length_2982_cov_33.049880_379_1_1|TTV_Clade3	0.0	0.0021850879537201515	0.0	0.0019308407934000352	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_14_length_2967_cov_14.100618_559_1_1|TLMV	3.477320145274708e-05	0.0009589234904815053	0.0	0.0004527533426993038	9.609572671912853e-07	0.0	0.00014078196161440465
R04D02_VL46-0475-05292019|NODE_16_length_2922_cov_72.461109_372_3_1|TTV_Clade3	0.0	0.004566676622702907	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_18_length_2916_cov_143.557148_574_1_1|TLMV	0.0	0.00774212818134658	0.014669359460713408	0.00044303760573150756	0.0	0.0021240042910237343	0.005749192290293834
R04D02_VL46-0475-05292019|NODE_1_length_5740_cov_4.263852_3277_4_2|TLMV	0.0	0.00018078065804159527	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_1_length_5740_cov_4.263852_429_6_1|TLMV	0.0	0.00018864068665209942	0.0	4.534010584971568e-06	0.0	0.0034768832899247496	0.00023940079766916525
R04D02_VL46-0475-05292019|NODE_21_length_2885_cov_6.218375_644_5_1|TLMV	2.3182134301831388e-05	0.0002829610299781491	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_22_length_2835_cov_5.793165_418_4_1|TLMV	0.0	0.0004716017166302485	0.0	0.000554768580861164	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_23_length_2831_cov_5.733429_455_2_1|TLMV	0.0	0.00037728137330419884	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_25_length_2782_cov_101.514118_544_1_1|TTMV	0.0	0.004590256708534419	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_26_length_2771_cov_27.962445_461_5_1|TTMV	0.0	0.0015877257793218368	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_2_length_3790_cov_1232.870415_868_4_1|TTV_Clade3	0.0	0.08704195683272287	0.0	0.11601172883766753	0.0	1.5212675830992418e-05	4.287775480641765e-06
R04D02_VL46-0475-05292019|NODE_30_length_2486_cov_10.064994_242_5_1|TTMV	0.0	0.00041658151635671955	0.0	0.0	0.0	0.0	0.0
R04D02_VL46-0475-05292019|NODE_31_length_2483_cov_12.184514_210_6_1|TTMV	0.0	0.0008960432615974722	0.0	0.001020152381618603	0.17661145326528474	0.12453148892753259	0.010525059546481988
R04D02_VL46-0475-05292019|NODE_32_length_2385_cov_2.428755_26_2_1|TTV_Clade6	0.0	0.00014148051498907456	0.0	0.004262293807772201	0.0	0.0	0.0
R04T00-TTVRCA_S4_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_1_length_3741_cov_31.369235_572_2_1|TTV_Clade3	0.0	0.0	0.04557053573865342	0.00024192185049812584	0.0	0.0606351029871925	0.005309695303528053
R04T00-TTVRCA_S4_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_3_length_2838_cov_3.880345_503_2_1|TLMV	0.0	0.0	0.0038003875440080783	9.391879068869677e-06	0.0	0.0	5.359719350802207e-05
R04T00-TTVRCA_S4_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_4_length_2563_cov_365.793461_269_2_1|TTMV	0.0	0.0	0.3368698998389782	0.00029859698281027043	0.06650496959050728	0.0009006953242004821	0.0038618564495646835
R04T00-TTVRCA_S4_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_5_length_2530_cov_663.701010_239_2_1|TTMV	0.0	0.0	0.5875521956278486	0.0	0.0	0.0	0.01763919369811345
R04T00-TTVRCA_S4_2019.01.25_iseq_run_VL46-0348_R04T00-R04D02|NODE_6_length_2507_cov_5.804241_302_2_1|TTMV	0.0	0.0	0.006590977320487978	0.0	0.0	1.0491500573098218e-06	0.0
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_10_length_3208_cov_137.095782_561_6_1|TTV_Clade7	3.284135692759447e-05	0.01880118843632591	0.0	0.11587894709910765	0.0	0.0	0.0017001029780744602
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_12_length_3153_cov_53.061653_382_1_1|TTV_Clade6	0.0	0.0	0.0	0.02031398671016726	0.0	0.0	0.0
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_1_length_5005_cov_4.698788_356_2_1|TTV_Clade5	0.0324974886021173	0.0	0.0	9.32710748908437e-05	0.0008158527198454012	0.0030677147675739194	0.010267793017643481
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_25_length_2897_cov_6.035538_338_5_1|TTV_Clade1	0.0	0.0	0.0	0.0014878031876685276	0.09307063324201036	3.094992669063974e-05	0.0010798047918749512
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_26_length_2895_cov_5.897535_317_2_1|TTV_Clade1	0.0	0.0	0.0	0.023171384952396127	2.5945846214164702e-05	0.06584937877202232	7.146292467736276e-07
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_31_length_2860_cov_14.185027_217_1_1|TLMV	0.0	0.0	0.0	0.0010875148245953234	0.0	0.0033892792601393795	0.01944148865847654
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_32_length_2859_cov_5.781740_353_2_1|TTV_Clade3	0.0	0.0	0.0	0.0003500903887395904	0.0	0.01531024678632223	0.0057113169402148315
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_33_length_2813_cov_3.807832_269_5_1|TTV_Clade3	0.0	0.0	0.0	0.0010068742077626147	0.0	4.196600229239287e-06	2.8585169870945104e-06
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_37_length_2738_cov_6.596720_517_1_1|TTMV	0.0	0.0	0.0	0.0005861827970570385	0.0	0.0	0.0
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_38_length_2725_cov_5.122097_271_1_1|TLMV	0.0	0.0	0.0	3.951066366903795e-05	0.0	0.0	0.0
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_47_length_2459_cov_2.321547_150_3_1|TLMV	1.9318445251526158e-06	0.0	0.0	0.0	0.0	0.0	0.0
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_4_length_3655_cov_165.437778_818_5_1|TTV_Clade3	0.0	7.860028610504143e-06	0.0	0.060910545914305905	0.0	0.07571348761084926	0.05909626556194514
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_6_length_3498_cov_74.428115_323_2_1|TTV_Clade5	0.0	0.09955512238064547	0.0	0.09563264668981603	0.0	0.07181379684782865	0.05077798112950011
R04T01-Generic_S1_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_9_length_3223_cov_73.930871_372_3_1|TTV_Clade7	0.0	0.03724081555656863	0.0	0.03670313954324377	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_100_length_2530_cov_66.208889_208_1_1|TLMV	0.0	0.0	0.0	2.4289342419490546e-05	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_101_length_2527_cov_300.489887_281_2_1|TTMV	0.0	0.0	0.0	7.999290103485554e-05	0.0	0.0	0.012336644687053134
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_102_length_2512_cov_217.371591_213_3_1|TTMV	0.0	0.0	0.0	6.185685869496925e-05	0.0	0.0	0.0003101490930997544
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_105_length_2494_cov_50.917589_248_2_1|TTMV	0.0	0.0	0.0	1.586903704740049e-05	0.03596094285283228	0.0	1.4292584935472552e-06
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_108_length_2451_cov_49.134391_241_1_1|TLMV	0.0	0.0	0.0	1.2306600159208543e-05	0.0	0.0	0.0001815158286805014
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_10_length_3146_cov_63434.430281_281_5_1|TTV_Clade7	0.0	0.0	0.0	0.049798333686338445	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_113_length_2398_cov_342.578745_120_3_1|TTMV	0.0	0.0	0.0	0.0001243614331877916	0.0	0.0	0.00035016833091907755
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_19_length_3007_cov_86.587398_286_1_1|TLMV	0.0	0.0	0.0	3.4976653084066385e-05	0.0	1.0491500573098219e-05	0.0010011955747298523
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_23_length_2975_cov_645.036301_341_5_1|TTV_Clade6	0.0	0.0	0.0	0.0002655634771197633	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_28_length_2950_cov_87.702591_637_4_1|TLMV	0.0	0.0	0.0	2.2993910823784384e-05	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_30_length_2940_cov_9306.110572_532_1_1|TLMV	0.004984158874893748	0.00027510100136764496	0.0	0.002153655027861495	7.207179503934639e-05	0.0	0.0001808011994337278
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_40_length_2923_cov_40.546025_642_6_1|TLMV	0.0	0.0	0.0	1.2954315957061624e-05	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_41_length_2920_cov_16.685515_267_3_1|TLMV	0.0	0.0	0.0	2.9147210903388656e-06	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_48_length_2907_cov_1713.374474_261_6_1|TTV_Clade6	0.0	0.0	0.0	0.0007872985522904202	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_4_length_5690_cov_564.691925_479_5_1|TLMV	0.0	0.0	0.0	0.00018233199709564237	0.023310901387526197	0.002397832455981598	0.017246862241634728
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_52_length_2900_cov_16.961687_224_2_1|TLMV	0.0	0.0	0.0	4.534010584971568e-06	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_53_length_2898_cov_47.439325_582_3_1|TLMV	0.0	0.0	0.0	1.0039594866722758e-05	0.0	6.819475372513842e-06	0.000176513423953086
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_56_length_2887_cov_597.477401_457_1_1|TLMV	0.0	0.0	0.0	0.000175530981218185	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_59_length_2876_cov_3365.056717_393_3_1|TTV_Clade3	0.0	0.0	0.0	0.0019735900360583385	0.0	4.721175257894198e-06	2.8585169870945104e-06
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_63_length_2871_cov_117.174361_255_3_1|TLMV	0.0	0.0	0.0	3.627208467977255e-05	0.0	7.763710424092682e-05	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_64_length_2871_cov_50.616832_278_2_1|TLMV	0.0	0.0	0.0	2.137462132915168e-05	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_65_length_2866_cov_14.405905_448_1_1|TLMV	0.0	0.0	0.0	5.829442180677731e-06	0.0024004712534438305	0.0006698823115923213	0.0008139627120751619
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_69_length_2850_cov_43.728801_624_6_1|TLMV	0.0	0.0	0.0	1.2630458058135084e-05	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_6_length_3374_cov_2250.197349_755_2_1|TTV_Clade1	0.0	0.001713486237089903	0.0	0.0007834122575033017	0.0	0.0	0.001742266103634104
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_78_length_2785_cov_149.942857_520_1_1|TLMV	0.0	0.0	0.0	4.663553744542185e-05	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_7_length_3301_cov_67.082563_634_4_1|TTMV	0.0	0.0	0.0	3.627208467977255e-05	0.0	0.0	0.0
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_86_length_2635_cov_9.091473_247_1_1|TLMV	0.0	0.0	0.0	3.238578989265406e-06	0.0	0.0	4.788015953383305e-05
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_87_length_2619_cov_274.141966_256_1_1|TLMV	6.954640290549417e-05	0.0	0.0	7.57827483488105e-05	0.004922984079820955	0.0	0.0007346388656832892
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_89_length_2609_cov_30.938919_256_1_1|TLMV	0.0	0.0	0.0	1.1658884361355462e-05	0.0	0.0	3.930460857254952e-05
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_90_length_2604_cov_5.595528_238_1_1|TLMV	0.0	0.0	0.003595698807346961	6.477157978530812e-07	0.005686945107238026	0.005933992724144353	0.0004344945820383656
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_91_length_2597_cov_518.809205_243_3_1|TLMV	0.0	0.0	0.0	0.00013731574914485322	0.0	0.0	0.0021874801243740743
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_93_length_2579_cov_46.120048_349_4_1|TLMV	0.0	0.0	0.0	1.1335026462428922e-05	0.0	0.0	0.0009447398642347357
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_96_length_2566_cov_383.795301_216_3_1|TLMV	0.0	0.0003065411158096615	0.0	0.00012889544377276316	0.0	0.0	0.0004323506942980447
R04T01-TTV1_S2_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_99_length_2531_cov_16.198708_264_3_1|TTMV	0.0	0.0	0.0	1.9431473935592437e-06	0.014855438393510079	0.005347517842108162	0.030669028754537003
R04T01-TTV2_S3_2019.03.05_nextseq_run_VL46-0421_R04T01|NODE_14_length_2992_cov_3568.369425_322_1_1|TTV_Clade9	0.0	0.0	0.0	0.000295358403821005	0.0	0.0	0.0
