MK858141|VIPR_ALG4_QCZ25008_1_935_2419.1,0.11909189398386733,-0.0447118469602804
AB180478|VIPR_ALG4_BAD20713_1_1_1485.1,-0.14249679402565632,0.12797841788335493
KY586558|VIPR_ALG4_1151124089_841_2325.1,-0.14868967251164159,0.11439505551188417
MG894892|VIPR_ALG4_AXL67382_1_1_1485.1,0.1329224966371316,-0.027825768665315925
KU529707|VIPR_ALG4_1033938843_1_1485.1,0.1284403416538592,-0.031184657512473048
KU529746|VIPR_ALG4_1033938921_1_1485.1,-0.13905424329479157,0.12913550625459555
GQ357827|VIPR_ALG4_294986716_1_1485.1,-0.14653097093987566,0.13008950805806502
GQ357764|VIPR_ALG4_294986590_1_1485.1,-0.146600152476036,0.13014347052862427
MH680502|VIPR_ALG4_AXN59172_1_1_1485.1,0.12531211221392072,-0.04991012565739378
KY586375|VIPR_ALG4_1151123723_841_2325.1,0.12945316720052127,-0.033049046967904575
KX225483|VIPR_ALG4_1133373522_915_2399.1,0.12199713091604919,-0.04736592147393934
LC440481|VIPR_ALG4_BBH84675_1_1_1479.1,-0.02707359181010157,-0.18764550439534722
MG894851|VIPR_ALG4_AXL67341_1_1_1485.1,0.12675826724965097,-0.02952474802276672
KY586323|VIPR_ALG4_1151123618_841_2325.1,0.12807651630079037,-0.031824971616093316
KY495823|VIPR_ALG4_ASV49465_1_1_1479.1,-0.015891849834446196,-0.17955201019689943
JQ277878|VIPR_ALG4_409187458_1_1479.1,0.14358984831230648,-0.04610051140269791
KY818099|VIPR_ALG4_AST12300_1_499_1983.1,0.12110590763473554,-0.04868206090934934
KY818164|VIPR_ALG4_AST12365_1_499_1983.1,0.13944707987027483,-0.04645112836438769
HM171546|VIPR_ALG4_299474183_1_1441.1,-0.1602070120539537,0.11651664372504242
HM450099|VIPR_ALG4_335630737_841_2326.1,0.12793340355969415,-0.052825414818065165
KX452037|VIPR_ALG4_ARO84696_1_990_2474.1,-0.14249679402556062,0.12797841788344466
KF559257|VIPR_ALG4_558762203_1_1485.1,0.12458466582595701,-0.030877441714544464
JN568258|VIPR_ALG4_396085403_1_1485.1,-0.13699776059011487,0.13103050090664073
MN027551|VIPR_ALG4_QDR24450_1_1_1485.1,0.06591161685056865,0.2759551741105008
JN022608|VIPR_ALG4_353441786_1_1485.1,0.06540759305244304,0.2796510932701561
JQ277885|VIPR_ALG4_409187472_1_1479.1,0.12368052356311134,-0.047898207862479066
FJ158610|ACH96449.1,0.13173960651326191,-0.03101922110985268
KY586339|VIPR_ALG4_1151123651_841_2325.1,0.12728803156072213,-0.03206492400706291
EU482660|VIPR_ALG4_169144106_903_2387.1,-0.1544257458844017,0.11255094128756397
JF967769|VIPR_ALG4_385718082_1_1485.1,0.06828793840515436,0.2812681685882026
KP176714|VIPR_ALG4_924915245_1_1479.1,-0.02024699674748305,-0.17908358085470627
KJ806865|VIPR_ALG4_763430851_1_1482.1,0.12248926887771608,-0.047426239279768946
MH822945|VIPR_ALG4_AYJ72769_1_937_2421.1,-0.13743203991038586,0.12693902838821108
MH680101|VIPR_ALG4_AXN58771_1_1_1485.1,0.1280765163007904,-0.03182497161609324
GU131764|VIPR_ALG4_263611819_898_2382.1,0.12714921574159915,-0.03277675168307117
KU529731|VIPR_ALG4_1033938891_1_1485.1,0.13125334526384977,-0.03261545189648077
GQ398284|VIPR_ALG4_300828812_937_2421.1,-0.1606838731970431,0.11584420082195478
KM216747|VIPR_ALG4_772519669_1_1485.1,-0.26104412324086756,-0.10433781248512453
GQ199792|VIPR_ALG4_239840242_913_2397.1,0.12807651630079037,-0.031824971616093246
FJ024452|VIPR_ALG4_197310825_915_2399.1,-0.14919626348287157,0.11814583645842154
JF967877|VIPR_ALG4_385718298_1_1485.1,0.13047273297039474,-0.028095715183243143
KY216156|VIPR_ALG4_AUA17940_1_1_1485.1,0.13203222887758398,-0.030692620444133088
MN083219|VIPR_ALG4_QDR24468_1_1_1485.1,-0.1424967940256692,0.1279784178833431
KY461747|VIPR_ALG4_ARO34415_1_1_1485.1,0.1221175279243084,-0.0497179194430689
GQ199803|VIPR_ALG4_239840264_913_2397.1,0.12807651630079034,-0.03182497161609328
FJ639755|VIPR_ALG4_221070323_899_2377.1,-0.019705390872673055,-0.17941700091377963
EU482647|VIPR_ALG4_169144080_915_2399.1,-0.14390119659290596,0.11457947418673312
KC762690|VIPR_ALG4_573592429_935_2413.1,-0.01862517914153309,-0.18853540808228858
KJ806938|VIPR_ALG4_AJQ21316_1_1_1485.1,0.12312914465837553,-0.049751338945930826
KJ806951|VIPR_ALG4_AJQ21329_2_935_2419.1,0.1280765163007903,-0.0318249716160933
JQ048541|VIPR_ALG4_380505271_936_2420.1,0.12868400767922034,-0.030528322221802358
KF060915|VIPR_ALG4_578888528_7_1485.1,0.12949999924499644,-0.03176629032255085
EU482675|VIPR_ALG4_169144136_915_2399.1,-0.14607923870725492,0.1172269142787616
KT373896|VIPR_ALG4_1021315775_1_1485.1,0.12807651630079045,-0.03182497161609328
MH827535|VIPR_ALG4_AYP74879_1_937_2421.1,-0.1461451988829502,0.1432301777118206
MH069496|VIPR_ALG4_AWK29890_1_928_2412.1,-0.16290303938029302,0.11855279909785738
FJ547060|VIPR_ALG4_221070190_913_2397.1,0.13029522446708122,-0.033756348259238504
MK238008|VIPR_ALG4_QBA57639_1_1_1485.1,-0.2662308967393902,-0.10096797441643658
AF264054|AAF73449.1,-0.14011278948108685,0.10931346652575
MG009515|VIPR_ALG4_AXA98683_1_1_1479.1,-0.015585262815129335,-0.18224235123921104
MH680477|VIPR_ALG4_AXN59147_1_1_1485.1,0.1298272535753007,-0.03214408700783568
MG967203|VIPR_ALG4_AVV61822_1_1_1485.1,0.13517803100537026,-0.04698174933927635
JN415511|VIPR_ALG4_396085319_1_1485.1,0.12807651630079045,-0.031824971616093344
FJ639774|VIPR_ALG4_221070362_898_2376.1,-0.018854233735676403,-0.18253935173792454
MG894891|VIPR_ALG4_AXL67381_1_1_1485.1,0.12458466582595688,-0.03087744171454444
GU131926|VIPR_ALG4_263614769_913_2397.1,0.12907565259501264,-0.027435509300562343
MK858104|VIPR_ALG4_QCZ24971_1_937_2421.1,-0.14225704269712636,0.1264170071193052
KC316018|VIPR_ALG4_545627151_1_1485.1,0.13775635543742215,-0.04853446588849694
FJ850081|VIPR_ALG4_225690946_913_2397.1,0.12175742382397628,-0.05039282434570634
HM348822|VIPR_ALG4_312161873_1_1479.1,-0.020130498894503336,-0.17895519133654605
JQ650035|VIPR_ALG4_425784373_1_1485.1,-0.1496979057886522,0.1284616742503915
EU052797|VIPR_ALG4_158267309_935_2413.1,-0.013407805284158194,-0.1906140773523756
MG894920|VIPR_ALG4_AXL67410_1_1_1485.1,0.13227526906761397,-0.02525326693949809
KJ545454|VIPR_ALG4_636528343_39_1523.1,0.12755296973849373,-0.03139937713774094
MH680486|VIPR_ALG4_AXN59156_1_1_1485.1,0.12150281757244732,-0.047150927706342965
MH611830|VIPR_ALG4_AYA71184_1_1_1482.1,0.12248927288506418,-0.047426239918151245
KY851627|VIPR_ALG4_AST12740_1_499_1977.1,-0.018069976793427377,-0.18409253222508892
MF381076|VIPR_ALG4_AUZ41931_1_1_1479.1,0.1291718692305509,-0.03201081168219501
EU052798|VIPR_ALG4_158267311_935_2413.1,-0.017917716063446023,-0.19318409906105113
JN568245|VIPR_ALG4_396085377_1_1485.1,-0.1460792386537777,0.11722691434375737
FJ639704|VIPR_ALG4_221071238_910_2394.1,-0.14607923870800965,0.117226914277844
KR051905|VIPR_ALG4_AMK49306_1_1_1485.1,-0.14366053051991662,0.11861587421061265
KM925071|VIPR_ALG4_764145409_1_1470.1,0.12948998306740567,-0.05149216744188218
KT758782|VIPR_ALG4_AOQ25578_1_1_1479.1,-0.02707312895355819,-0.1876457963121408
KF364497|VIPR_ALG4_693268698_1_1480.1,-0.13666976718344456,0.12957302487422387
JN379504|VIPR_ALG4_375304223_1_1479.1,-0.026154825832894652,-0.17873314758011527
MH879247|VIPR_ALG4_QEM22474_1_1_1485.1,0.122457314562747,-0.04799027324611854
MK040393|VIPR_ALG4_QBF29228_1_1_1479.1,-0.019527806314953277,-0.17962950891500395
KY818237|VIPR_ALG4_AST12438_1_499_1983.1,0.12179395994009613,-0.050406107541120716
EU569704|VIPR_ALG4_170665978_905_2389.1,-0.1579889196332011,0.1159536977850092
JN036380|VIPR_ALG4_386307258_1_1485.1,-0.1368204654509446,0.12784116612873453
KY971687|VIPR_ALG4_AVB77255_1_1_1485.1,0.12550722800298736,-0.027063541551878997
KY882544|VIPR_ALG4_AST12914_1_361_1845.1,-0.2689046716315894,-0.1025890658923156
KJ806801|VIPR_ALG4_763430723_1_1485.1,-0.14249679402561896,0.12797841788339012
MH680427|VIPR_ALG4_AXN59097_1_1_1485.1,0.12807651630079045,-0.03182497161609329
KY818125|VIPR_ALG4_AST12326_1_499_1983.1,0.13626818901033935,-0.04625642948144355
KY586666|VIPR_ALG4_1151124305_841_2325.1,-0.14600360299151646,0.11821267394563491
KT175124|VIPR_ALG4_926575882_1_1485.1,-0.1472024992944509,0.1348815404163129
JN376788|AEV66299.1,-0.14391136292866322,0.11315457493023168
GQ357757|VIPR_ALG4_294986576_1_1485.1,-0.1466001527421617,0.13014347026390022
KF809754|VIPR_ALG4_584580340_1_1485.1,0.06355704199556983,0.27726760967931574
HM450086|VIPR_ALG4_335630303_841_2326.1,0.1233311165217525,-0.04916002986481582
LC011949|VIPR_ALG4_BAP91047_1_914_2398.1,0.1307548991102988,-0.03267616266699353
MH680265|VIPR_ALG4_AXN58935_1_1_1485.1,0.1253210129412089,-0.051853791497095014
EU482572|VIPR_ALG4_169143930_915_2399.1,-0.15540133034399545,0.11435434884553355
JN009092|VIPR_ALG4_384929508_1_1485.1,-0.1420867453844017,0.12834150395848887
KY586712|VIPR_ALG4_1151124397_899_2377.1,-0.025415039596100863,-0.1850541115584753
JN379509|VIPR_ALG4_375304233_1_1479.1,-0.018319638553789735,-0.17809705650832658
EU482787|VIPR_ALG4_169144360_915_2399.1,-0.15036133519679684,0.11137069432154023
EU482490|VIPR_ALG4_169143766_913_2397.1,0.129155334145485,-0.030813804002688412
MH679961|VIPR_ALG4_AXN58631_1_1_1485.1,0.1287639933375243,-0.0542712014706689
MG895249|VIPR_ALG4_AXL67739_1_1_1479.1,-0.015170699787396977,-0.17962837268951865
HQ588143|VIPR_ALG4_332015742_1_1479.1,-0.02982863569040949,-0.18365224256284204
KM279429|VIPR_ALG4_703626556_1_1485.1,-0.15630765746328534,0.1127919470335038
MG967235|VIPR_ALG4_AVV61854_1_1_1479.1,-0.028669738570830765,-0.18652060030287948
MG840611|VIPR_ALG4_AYP74733_1_1_1485.1,-0.14249679402566656,0.12797841788334535
HQ588118|VIPR_ALG4_332015692_1_1485.1,0.13029522446708142,-0.03375634825923782
MH611837|VIPR_ALG4_AYA71188_1_1_1482.1,0.12248927406635005,-0.04742624010633634
KJ806909|VIPR_ALG4_763430939_1_1482.1,-0.14303682910905235,0.1284276784552602
KY849768|VIPR_ALG4_AUZ41819_1_913_2397.1,-0.14421816969147686,0.11461661774906358
KY586934|VIPR_ALG4_1151124841_842_2326.1,-0.26749484725343864,-0.09825947996027544
MH401991|VIPR_ALG4_QBA18563_1_1_1485.1,0.1226673660395814,-0.04803844143351466
HM181938|VIPR_ALG4_298388285_913_2397.1,0.12755296973849573,-0.031399377137741206
EU863650|VIPR_ALG4_209489207_935_2419.1,0.1358957933070395,-0.05057625755400136
KF052659|VIPR_ALG4_571432167_1_1485.1,-0.14223519651168992,0.12692660785854323
KP704056|VIPR_ALG4_952949253_1_1485.1,0.06880526921228743,0.274746222500479
MG967244|VIPR_ALG4_AVV61863_1_1_1479.1,-0.027074393524196803,-0.18764499872292223
MG737923|VIPR_ALG4_AYP74380_1_1_1485.1,-0.14249679402564663,0.12797841788336392
MG895123|VIPR_ALG4_AXL67613_1_1_1485.1,-0.14249679402567195,0.12797841788334033
GU131944|VIPR_ALG4_263615240_914_2392.1,-0.026749867176101835,-0.1853194946514288
KX768350|VIPR_ALG4_ARX70491_1_1_1485.1,0.11661500418738008,-0.04616451249278515
MH680255|VIPR_ALG4_AXN58925_1_1_1485.1,0.12171065496133049,-0.047970091318295015
HQ166036|VIPR_ALG4_310002698_912_2396.1,0.12211752775735277,-0.04971791938847652
KR347433|VIPR_ALG4_937349421_1_1479.1,-0.031101272249937976,-0.18661331354208827
MG895039|VIPR_ALG4_AXL67529_1_1_1485.1,-0.14402415485101497,0.12932533214023276
KY057366|VIPR_ALG4_ATP66557_1_935_2419.1,0.1362681890260681,-0.0462564294613083
KX778744|VIPR_ALG4_APC23529_1_1_1464.1,-0.018726494707479623,-0.17798657384793853
KT751342|VIPR_ALG4_1003310310_1_1460.1,0.13832575822285634,-0.047691606680084035
JX556931|VIPR_ALG4_410465337_1_1485.1,0.05551419176195041,0.28850137439282847
KX147336|VIPR_ALG4_1025727897_1_1485.1,-0.2613008922080169,-0.10002981619016232
MG895095|VIPR_ALG4_AXL67585_1_1_1485.1,-0.13971608977632302,0.1317741417471486
MG738146|VIPR_ALG4_AYP74603_1_1_1485.1,0.13588923076496262,-0.02767710125207489
JF960211|VIPR_ALG4_AEW25084_2_935_2419.1,0.12150281757245049,-0.04715092770634382
KF955459|VIPR_ALG4_573974398_898_2376.1,-0.027446534334226603,-0.18299067377352427
HQ591552|AEC11162.1,0.13188381003580546,-0.029147284078479524
KX357981|VIPR_ALG4_AQN27341_1_1_1485.1,-0.14366053052184669,0.11861587420870018
KJ189355|VIPR_ALG4_582052472_920_2404.1,0.13152325693145464,-0.052538985087325615
MG933816|VIPR_ALG4_AXU40334_1_1_1485.1,0.12714921574159913,-0.03277675168307127
JF967759|VIPR_ALG4_385718062_1_1485.1,-0.2610440805168198,-0.10433793326714848
KF816160|VIPR_ALG4_692349700_1_1479.1,-0.03084978892954712,-0.1900940781738697
KT781533|VIPR_ALG4_AOQ25610_1_1_1485.1,-0.1386658879008716,0.12970916692883255
GU434148|VIPR_ALG4_289431812_1_1485.1,-0.14607923871013023,0.11722691427526717
FJ024458|VIPR_ALG4_197310837_915_2399.1,-0.14607923869944942,0.11722691428824854
MH612236|VIPR_ALG4_AYA71556_1_1_1482.1,0.12555628581981657,-0.0520181361745454
KU509309|VIPR_ALG4_1025727879_1_1485.1,0.1281039010252774,-0.027821634927951425
KM216675|VIPR_ALG4_772519526_1_1463.1,0.13856663522776047,-0.0476549749990678
FJ639737|VIPR_ALG4_221070285_918_2402.1,-0.2612479669522449,-0.10534510104985645
MN923166|VIPR_ALG4_QHE24340_1_1_1457.1,-0.14909838765282415,0.12928589953009853
JF967861|VIPR_ALG4_385718266_1_1485.1,0.12812568597677906,-0.029871282162482103
KX577713|VIPR_ALG4_1126644994_841_2325.1,-0.14108045785952097,0.1344510281962374
JX051795|VIPR_ALG4_402750108_1_1485.1,-0.15383473354007532,0.11145620768571166
JF804044|VIPR_ALG4_345104975_1_1479.1,-0.01995513618860298,-0.17932118360790889
KY586818|VIPR_ALG4_1151124609_899_2377.1,-0.029084408210301792,-0.18868032138793725
MG523264|VIPR_ALG4_AUW27622_1_838_2322.1,0.13020293049835033,-0.032382229857103005
KY275235|VIPR_ALG4_ATO93914_1_1_1479.1,-0.024163140784984553,-0.20115601738056857
JN030318|VIPR_ALG4_363499811_1_1485.1,-0.14865570210130208,0.13054648747284173
L10045|AAA17503.1,-0.14497072215823653,0.11990059342266625
MN921339|VIPR_ALG4_QHD57038_1_10_1494.1,0.13351974159692473,-0.025336789698162727
KF973485|VIPR_ALG4_568131660_936_2414.1,-0.02026812034586179,-0.17936002974097348
KY586874|VIPR_ALG4_1151124721_842_2326.1,0.05359526793998634,0.28223178742577854
KY586692|VIPR_ALG4_1151124357_841_2325.1,-0.14369339496614425,0.1171017352451077
EU482541|VIPR_ALG4_169143868_915_2399.1,-0.14615533597180716,0.11618408116617167
MH110589|VIPR_ALG4_AXU25301_1_841_2325.1,-0.13712200221669632,0.13020215979488453
MK238020|VIPR_ALG4_QBA57651_1_1_1485.1,-0.2687166739746101,-0.10249447453348709
KY851655|VIPR_ALG4_AST12768_1_499_1977.1,-0.030222079648290996,-0.18360185044749835
KJ189326|VIPR_ALG4_582052398_920_2404.1,0.12211752791359727,-0.04971791943956654
KP704184|VIPR_ALG4_952949509_1_1485.1,0.06880527092698031,0.2747462222136139
FJ639711|VIPR_ALG4_221071252_904_2388.1,-0.14422865476392874,0.11319793431040368
KT012517|VIPR_ALG4_951777348_1_1485.1,-0.14223519651275993,0.12692660785783197
MH824743|VIPR_ALG4_QDG02774_1_1_1445.1,0.0690997651628619,0.29202837374536594
KY818182|VIPR_ALG4_AST12383_1_499_1983.1,0.13727423982824555,-0.04712858908931568
MG895386|VIPR_ALG4_AXL67876_1_1_1485.1,0.054774836805797505,0.28552733406034286
GU131981|VIPR_ALG4_281324873_878_2362.1,0.12302533684854294,-0.051561519521775775
KU529736|VIPR_ALG4_1033938901_1_1485.1,0.1327483424413685,-0.028578321462228183
KY851519|VIPR_ALG4_AST12632_1_499_1983.1,-0.15630765754207035,0.1127919467605042
KC861947|VIPR_ALG4_558854724_1_1485.1,0.12755958347663068,-0.03621679971064957
MG895164|VIPR_ALG4_AXL67654_1_1_1485.1,-0.14845085394022298,0.1354723890085473
MG895130|VIPR_ALG4_AXL67620_1_1_1485.1,-0.1461553365401288,0.11618408026770342
GQ199810|VIPR_ALG4_239840278_913_2397.1,0.12757951331793715,-0.02775796630117214
JX042505|VIPR_ALG4_399929297_937_2421.1,-0.1386658908513743,0.12970916164145263
GQ199854|VIPR_ALG4_239840366_913_2397.1,0.12550722800295366,-0.027063541551902062
KM458186|VIPR_ALG4_728892754_1_1485.1,0.12299146371551745,-0.048349859871076636
FJ639723|VIPR_ALG4_221071279_899_2377.1,-0.02833284540624212,-0.1825218240753627
MG894914|VIPR_ALG4_AXL67404_1_1_1485.1,0.11398759821806127,-0.03528631402364952
LC416035|VIPR_ALG4_BBF90657_1_1_1485.1,-0.13550738203815157,0.12593040683401902
JF812102|AEN71277.1,-0.14607923870264072,0.11722691428436988
MG738033|VIPR_ALG4_AYP74490_1_1_1485.1,0.12807651630079028,-0.03182497161609332
JN380807|VIPR_ALG4_363499333_1_1485.1,0.13853969768680272,-0.030901715179866805
KY851484|VIPR_ALG4_AST12597_1_499_1983.1,-0.14607923870930584,0.11722691427626913
MN933752|VIPR_ALG4_QHF19376_1_50_1528.1,0.13034745181350946,-0.029609451199347842
MF173441|VIPR_ALG4_AXM44165_1_1_1485.1,-0.26069442949998284,-0.10976835718779156
KJ806863|VIPR_ALG4_763430847_1_1482.1,0.12248927403284278,-0.04742624010099809
KY495816|VIPR_ALG4_ASV49460_1_1_1485.1,-0.14118691261506344,0.13238753825555669
KT825049|VIPR_ALG4_AOQ25751_1_1_1485.1,0.13098541383804324,-0.028759113210683945
JF968065|VIPR_ALG4_385718674_1_1479.1,-0.029924212910085585,-0.18405484554220872
MG009513|VIPR_ALG4_AXA98681_1_1_1479.1,-0.019954595638884538,-0.17932151824244452
MG895158|VIPR_ALG4_AXL67648_1_1_1485.1,-0.14615533662626434,0.11618408013154383
MN018312|VIPR_ALG4_QDG00674_1_935_2419.1,0.12755296973849414,-0.031399377137740984
KY851603|VIPR_ALG4_AST12716_1_499_1977.1,-0.020313921418686823,-0.1794333182186183
GQ330472|VIPR_ALG4_293632006_33_1517.1,-0.1536547146984858,0.12989363778585342
KY586434|VIPR_ALG4_1151123841_841_2325.1,0.12872033175740105,-0.033527439156673666
GU434158|ADC93778.1,-0.14607923871009132,0.11722691427531426
KY851656|VIPR_ALG4_AST12769_1_499_1977.1,-0.03022757263658105,-0.18361081098660093
KF816162|VIPR_ALG4_692349704_1_1479.1,-0.030849778268576936,-0.19009408678014422
MG457046|VIPR_ALG4_AXL67901_1_1_1485.1,-0.14486499154608037,0.12936584792509845
JF968036|VIPR_ALG4_385718616_1_1485.1,-0.1472662746441568,0.13019494193235237
EU482780|VIPR_ALG4_169144346_915_2399.1,-0.15120743965138603,0.11069726153851485
JF968042|VIPR_ALG4_385718628_1_1485.1,-0.1483573255454296,0.11629352638298915
KU291644|VIPR_ALG4_966913701_1_1473.1,-0.017002925075588936,-0.1803568025439175
KY586573|VIPR_ALG4_1151124119_841_2325.1,-0.14607923870674167,0.11722691427938561
KF973458|VIPR_ALG4_568131606_902_2386.1,0.1247032563357883,-0.05306173141800803
KC762688|VIPR_ALG4_573592425_935_2413.1,-0.018284629200436553,-0.18864724071747987
KJ189264|VIPR_ALG4_582052257_921_2399.1,-0.013930480311469906,-0.18092336140493034
FJ639745|VIPR_ALG4_221070302_918_2402.1,0.06620640083167449,0.27727654762733606
KY851413|VIPR_ALG4_AST12526_1_499_1983.1,-0.1381436209314776,0.1332186957874462
KF704357|VIPR_ALG4_672941892_841_2325.1,-0.1584923013185322,0.10618524580305859
JN380809|AEW25029.1,-0.014726353892681936,-0.1878817633544518
EF486508|VIPR_ALG4_152004150_1_1485.1,-0.14517895489806237,0.12855810903644582
MK529743|VIPR_ALG4_QBP33585_1_1_1485.1,0.12458466582595693,-0.030877441714544474
JF960214|VIPR_ALG4_AEW25087_1_1_1485.1,0.1284403416548328,-0.031184657512834543
JN575591|VIPR_ALG4_396085519_1_1485.1,-0.26271655819071815,-0.10202896731689709
MK238030|VIPR_ALG4_QBA57661_1_1_1485.1,-0.2710048482721794,-0.10397223332060339
KM216674|VIPR_ALG4_772519524_1_1485.1,0.13531167302237063,-0.026325697683464114
MG895357|VIPR_ALG4_AXL67847_1_1_1485.1,0.06430883747451274,0.2770174915268632
KC589010|VIPR_ALG4_532022950_1_1485.1,0.10914865953210738,-0.046428060914122715
MG933838|VIPR_ALG4_AXU40356_1_1_1485.1,0.12639535846881372,-0.032613075351191144
AY744678|VIPR_ALG4_58200433_935_2413.1,-0.014267243606720237,-0.1877530231491859
GU131695|VIPR_ALG4_263611607_904_2388.1,0.1280765163007904,-0.03182497161609327
MN923162|VIPR_ALG4_QHE24336_1_1_1457.1,-0.14909838777424364,0.12928589942217553
KY851643|VIPR_ALG4_AST12756_1_499_1977.1,-0.015222800802408589,-0.18780291940713145
FJ898426|VIPR_ALG4_228540999_913_2397.1,0.12553150728075113,-0.02603522254563686
HM181934|VIPR_ALG4_298388277_914_2392.1,-0.023782622672355983,-0.1850012486683688
KY851538|VIPR_ALG4_AST12651_1_499_1983.1,-0.15630046092072383,0.11281677627421298
MH879195|VIPR_ALG4_QEM22422_1_1_1485.1,0.11617557569870043,-0.045978416361325145
JN030161|VIPR_ALG4_363499497_1_1479.1,-0.019952053140417453,-0.18751770575409082
JN575570|VIPR_ALG4_396085477_1_1479.1,-0.014306407590368728,-0.19114000105901494
FJ850089|VIPR_ALG4_225690962_914_2392.1,-0.02381030245721421,-0.18156617066507272
KU728186|VIPR_ALG4_AQY14814_1_1_1485.1,0.12651830735534464,-0.050677538362522735
MG894684|VIPR_ALG4_AXL67174_1_1_1485.1,0.1310045301965258,-0.03172195259088692
KX262920|VIPR_ALG4_ARO78303_1_1_1485.1,-0.26657226838399234,-0.09772398189037985
GQ199793|VIPR_ALG4_239840244_913_2397.1,0.13022035760001632,-0.03447254604939502
EU482731|VIPR_ALG4_169144248_915_2399.1,-0.1503157196763461,0.1130228826894074
KC861965|VIPR_ALG4_558854760_1_1485.1,0.13560761724651757,-0.029419082083184653
FJ410187|VIPR_ALG4_209976626_913_2397.1,0.11729935353335998,-0.04437936582424513
KJ189270|VIPR_ALG4_582052269_921_2399.1,-0.0185259510118721,-0.1775477515651086
KT187554|VIPR_ALG4_953834999_937_2421.1,-0.14249679402564647,0.1279784178833644
FM210238|VIPR_ALG4_201071230_893_2377.1,-0.15036398710534324,0.11137008431957592
JN030319|VIPR_ALG4_363499813_1_1485.1,-0.1486557036996312,0.13054648594249574
KF973487|VIPR_ALG4_568131664_935_2413.1,-0.017007506369961626,-0.17469403419543883
FJ898399|VIPR_ALG4_228540119_913_2397.1,0.12493433809938473,-0.02838589169710801
KU570118|VIPR_ALG4_1049514620_1_1485.1,0.12441257785450197,-0.05064152600426781
HM210475|VIPR_ALG4_332379954_1_1485.1,-0.16118767317666308,0.1102877370481896
MN921556|VIPR_ALG4_QHD57255_1_10_1494.1,0.1291470359799064,-0.02839998712130376
KT758745|VIPR_ALG4_AOQ25541_1_1_1479.1,-0.030437960484809536,-0.18780862126684997
AF425635|AAN32789.1,0.12299146371568272,-0.04834985987106114
KY586897|VIPR_ALG4_1151124767_842_2326.1,0.05370899615192584,0.28219909495608136
KT438596|VIPR_ALG4_1049566221_1_1486.1,-0.17767146142082882,0.13579299929633626
JF968020|VIPR_ALG4_385718584_1_1485.1,-0.1463889179048187,0.11621109992777501
